custid,dropperc,mins,consecmonths,income,age,churn_Y,predictionProbability
347608,0.0130597014925373,536,25,44.5,44,0,
512432,0.0158730158730159,567,39,62.6,19,0,
207143,0.0178571428571429,560,35,52.2,41,0,
518261,0.0181818181818182,495,16,78.9,66,0,
267111,0.0161290322580645,496,22,72.5,31,0,
918884,0.034965034965035,286,21,71.7,29,0,
667664,0.0251716247139588,437,39,33.1,46,0,
245861,0.012589928057553998,556,21,80.0,50,0,
359004,0.0144927536231884,552,33,39.1,27,0,
930980,0.0139165009940358,503,35,85.6,33,0,
740361,0.0113851992409867,527,28,77.6,61,0,
325476,0.0164533820840951,547,29,77.9,51,0,
710019,0.0219298245614035,456,15,27.0,58,0,
36363,0.0169230769230769,650,22,46.2,36,0,
26441,0.0224438902743142,401,26,84.4,35,0,
294974,0.0150753768844221,597,38,71.8,29,0,
947521,0.01953125,512,27,83.9,39,0,
567837,0.0271739130434783,368,34,68.3,41,0,
352810,0.0145454545454545,550,28,70.9,46,0,
570683,0.0157618213660245,571,20,88.4,37,0,
713038,0.0183150183150183,546,21,83.5,57,0,
442740,0.0202312138728324,692,27,91.7,46,0,
155935,0.0214132762312634,467,26,72.0,57,0,
286919,0.0187617260787993,533,21,68.6,31,0,
940319,0.0146341463414634,615,28,102.9,20,0,
480592,0.0296296296296296,405,13,59.9,43,0,
89931,0.0143737166324435,487,24,95.7,60,0,
660142,0.0150659133709981,531,33,43.0,34,0,
681833,0.0231788079470199,604,23,84.4,44,0,
985187,0.0124223602484472,644,16,57.6,50,0,
302410,0.0204841713221601,537,33,75.7,46,0,
191060,0.0154320987654321,648,25,74.9,39,0,
468266,0.028125,320,33,79.3,63,0,
603908,0.0199275362318841,552,20,83.4,53,0,
893999,0.0186335403726708,483,31,81.7,47,0,
678459,0.0239808153477218,417,33,70.3,53,0,
807608,0.020746887966805,482,37,58.8,54,0,
586776,0.0481481481481481,270,14,9.1,45,0,
614785,0.0176565008025682,623,21,99.8,42,0,
650048,0.0125523012552301,478,30,39.4,75,0,
378142,0.0229166666666667,480,10,101.2,62,0,
341746,0.0155038759689922,516,41,61.0,43,0,
314312,0.0169491525423729,590,32,62.1,62,0,
817633,0.0215264187866928,511,13,92.5,50,0,
659792,0.0188235294117647,425,28,90.8,52,0,
92999,0.0166666666666667,540,26,82.0,38,0,
779961,0.015025041736227,599,22,83.8,51,0,
977420,0.032258064516129,341,13,46.4,44,0,
651766,0.0271398747390397,479,33,48.0,43,0,
64479,0.0193050193050193,518,26,28.0,44,0,
76609,0.0134228187919463,596,44,63.1,48,0,
64727,0.00967741935483871,620,38,32.2,37,0,
618339,0.0128205128205128,546,23,95.3,25,0,
521450,0.0125786163522013,477,14,68.5,32,0,
138896,0.0176565008025682,623,39,92.0,25,0,
373690,0.0182815356489945,547,31,63.8,37,0,
764159,0.0186915887850467,535,22,123.7,24,0,
901021,0.0191570881226054,522,31,47.1,34,0,
103536,0.0187074829931973,588,27,74.7,65,0,
690389,0.0161812297734628,618,29,69.6,49,0,
353313,0.0286458333333333,384,25,102.4,40,0,
736330,0.0309859154929577,355,18,88.9,35,0,
570419,0.0152671755725191,655,24,63.9,38,0,
432326,0.037037037037037,351,28,94.0,42,1,
321036,0.0123239436619718,568,28,86.4,50,0,
46170,0.00981996726677578,611,15,86.0,37,0,
985181,0.0192307692307692,520,24,92.4,39,0,
700169,0.0198198198198198,555,39,70.2,49,0,
556432,0.0169753086419753,648,32,54.4,48,0,
910481,0.0166112956810631,602,26,64.8,32,0,
639194,0.018018018018018004,444,28,73.3,37,0,
332865,0.0165745856353591,543,28,67.0,48,0,
349680,0.0272108843537415,441,26,47.7,39,0,
741534,0.0176565008025682,623,18,86.0,42,0,
242731,0.0211538461538462,520,5,97.9,57,0,
580278,0.0205949656750572,437,26,60.8,59,0,
127602,0.0315126050420168,476,39,87.4,29,1,
786045,0.0431372549019608,255,25,67.3,47,1,
896725,0.0215982721382289,463,16,64.5,42,0,
567071,0.0353697749196141,311,8,76.6,42,0,
375871,0.0136986301369863,657,24,61.8,42,0,
915907,0.0168855534709193,533,17,85.9,39,0,
824102,0.0181818181818182,605,26,51.9,46,0,
116939,0.0311526479750779,321,31,93.2,41,1,
504381,0.0197368421052632,456,18,94.9,59,0,
568465,0.0236686390532544,507,25,110.2,47,0,
805411,0.0235042735042735,468,35,47.1,30,0,
413157,0.0155555555555556,450,38,66.6,53,0,
698688,0.0176991150442478,452,18,88.1,27,0,
458354,0.0308788598574822,421,27,96.9,33,1,
265696,0.030241935483871,496,22,104.0,48,0,
444943,0.0249433106575964,441,30,71.9,48,0,
623703,0.0249307479224377,361,17,68.9,57,0,
326862,0.0255102040816327,392,19,49.6,55,0,
510425,0.0272952853598015,403,35,52.9,40,0,
623444,0.0225872689938398,487,21,84.0,48,0,
866245,0.015625,512,14,42.6,49,0,
649818,0.0130353817504655,537,33,82.9,50,0,
137611,0.0189393939393939,528,30,59.4,45,0,
200287,0.0263157894736842,418,26,37.4,41,0,
10360,0.0243445692883895,534,40,53.8,39,0,
594769,0.0132939438700148,677,27,71.7,40,0,
742944,0.0228310502283105,438,26,97.7,48,0,
959133,0.0236559139784946,465,31,81.7,33,1,
353963,0.0212765957446809,282,17,31.8,37,0,
599236,0.0225563909774436,399,13,84.4,34,0,
218419,0.0154440154440154,777,15,75.4,41,0,
317386,0.0136518771331058,586,17,50.5,40,0,
276692,0.0145454545454545,550,18,57.1,33,0,
107781,0.0149812734082397,534,22,80.4,51,0,
85257,0.0184563758389262,596,33,83.5,48,0,
864799,0.0188679245283019,371,31,79.0,38,0,
750361,0.0348837209302326,344,42,86.1,51,0,
437402,0.0144665461121157,553,21,75.6,32,0,
564896,0.0121951219512195,492,3,81.6,45,0,
82736,0.0147679324894515,474,12,57.9,48,0,
644631,0.0108864696734059,643,19,30.9,42,0,
225900,0.023936170212766,376,36,88.2,36,0,
150155,0.01953125,512,31,62.8,41,0,
611441,0.0187110187110187,481,23,83.4,31,0,
731700,0.0275229357798165,327,21,92.9,52,0,
566341,0.0141093474426808,567,37,74.5,47,0,
823716,0.0168855534709193,533,24,66.7,39,0,
470038,0.0056980056980057,702,20,107.7,38,0,
131447,0.0181818181818182,495,23,70.8,36,0,
361076,0.0169204737732657,591,31,80.3,52,0,
370563,0.026634382566586,413,14,95.3,43,0,
36797,0.02734375,512,28,98.1,41,0,
620176,0.0203735144312394,589,26,64.1,38,0,
132010,0.0240700218818381,457,34,69.2,51,0,
429684,0.0194174757281553,515,27,73.4,64,0,
791031,0.0261780104712042,382,43,85.0,43,0,
898215,0.015600624024961,641,30,103.9,59,0,
601627,0.0335917312661499,387,35,90.8,36,1,
676757,0.0146412884333821,683,36,46.4,49,0,
469862,0.0131578947368421,532,20,50.8,36,0,
259075,0.0145833333333333,480,25,58.0,49,0,
428320,0.0298507462686567,402,28,45.4,53,0,
492575,0.0271398747390397,479,26,44.9,33,0,
926672,0.0171102661596958,526,41,107.5,42,0,
141677,0.0201612903225806,496,24,76.4,42,0,
630063,0.020501138952164,439,14,62.9,19,0,
245830,0.0201207243460765,497,31,94.5,30,0,
154864,0.0201793721973094,446,31,67.8,61,0,
462548,0.0302197802197802,364,38,83.6,41,0,
186023,0.0181488203266788,551,24,67.8,40,0,
997698,0.0180360721442886,499,22,69.8,35,0,
222915,0.0183908045977011,435,14,83.4,57,0,
90533,0.0285714285714286,385,19,64.9,30,0,
952156,0.0145867098865478,617,23,75.8,58,0,
109543,0.0125786163522013,477,31,68.7,41,0,
900931,0.0282051282051282,390,21,83.7,38,0,
487752,0.0134907251264755,593,35,91.0,43,0,
550815,0.0152284263959391,591,8,60.6,55,0,
297187,0.0212355212355212,518,26,51.3,28,0,
146598,0.00476947535771065,629,24,102.8,39,0,
357804,0.0185950413223141,484,26,47.8,36,0,
648430,0.0236363636363636,550,23,109.8,33,0,
530008,0.0181518151815182,606,21,78.1,51,0,
143774,0.0168350168350168,594,34,51.1,43,0,
818205,0.0147329650092081,543,25,41.0,43,0,
536253,0.0234192037470726,427,29,72.5,59,0,
41446,0.0113960113960114,351,21,64.7,56,0,
521280,0.0168224299065421,535,26,55.7,39,0,
44657,0.0200892857142857,448,31,44.1,45,0,
91142,0.0206677265500795,629,23,74.8,32,0,
46191,0.0147058823529412,544,32,90.7,46,0,
103053,0.0365448504983389,301,35,55.3,30,0,
101480,0.0173076923076923,520,31,39.5,32,0,
556513,0.0182186234817814,494,17,70.3,52,0,
431653,0.0355450236966825,422,31,77.2,42,1,
759778,0.0276381909547739,398,14,81.7,57,0,
416771,0.0237529691211401,421,27,58.3,55,0,
435968,0.0078740157480315,508,32,32.3,43,0,
683131,0.0189982728842832,579,13,98.5,19,0,
388069,0.0189655172413793,580,35,93.1,40,0,
765312,0.0231788079470199,302,17,94.6,36,0,
884839,0.0175097276264591,514,20,81.1,43,0,
672073,0.0178173719376392,449,25,64.2,44,0,
495362,0.0222222222222222,360,33,94.8,50,0,
950045,0.0162932790224033,491,21,74.3,56,0,
106322,0.0168855534709193,533,28,56.5,34,0,
321124,0.0162162162162162,370,35,72.5,52,0,
676979,0.0124416796267496,643,26,71.5,47,0,
344217,0.0209059233449477,574,26,73.1,53,0,
650138,0.0307692307692308,585,32,83.4,30,1,
589638,0.0185185185185185,432,33,49.4,35,0,
199689,0.0145530145530146,481,34,76.5,39,0,
204519,0.0201834862385321,545,26,67.5,66,0,
220810,0.028169014084507005,426,21,104.7,51,0,
715916,0.0194690265486726,565,10,52.1,51,0,
701880,0.0139720558882236,501,25,48.5,33,0,
876223,0.0266666666666667,375,30,46.3,42,0,
722938,0.0265700483091787,414,27,88.6,47,0,
522210,0.0233918128654971,513,40,64.7,34,1,
516766,0.018450184501845,271,24,95.1,70,0,
836751,0.0179775280898876,445,28,55.3,33,0,
919587,0.0161290322580645,496,43,40.4,51,0,
599061,0.0278372591006424,467,30,83.6,52,1,
876821,0.0189753320683112,527,40,83.1,51,0,
562765,0.0138648180242634,577,31,34.5,39,0,
291834,0.0185185185185185,540,28,89.4,37,0,
931002,0.0219966159052453,591,33,39.1,28,0,
602628,0.0369393139841689,379,27,112.1,61,1,
331703,0.015748031496063,508,29,98.3,48,0,
719426,0.021558872305141003,603,37,47.8,66,0,
895893,0.0272904483430799,513,27,84.3,31,1,
554417,0.0290697674418605,344,21,64.0,47,0,
737010,0.0238095238095238,504,28,66.4,46,0,
831450,0.0124333925399645,563,27,67.4,22,0,
957581,0.0153846153846154,520,40,90.0,31,0,
956062,0.009615384615384621,728,29,74.2,50,0,
255373,0.0186219739292365,537,25,54.5,24,0,
815237,0.0333333333333333,420,38,70.8,41,1,
532080,0.0251937984496124,516,31,80.6,54,1,
713922,0.0116666666666667,600,25,60.6,31,0,
608303,0.0275,400,29,50.7,45,0,
565357,0.0113636363636364,616,29,62.3,25,0,
884610,0.0133587786259542,524,41,69.4,58,0,
580423,0.0225806451612903,310,21,61.4,62,0,
993069,0.0179738562091503,612,33,74.3,39,0,
242591,0.0105448154657293,569,35,96.2,51,0,
204684,0.0218978102189781,411,31,66.7,45,0,
802161,0.0244498777506112,409,26,83.0,41,0,
273850,0.0233050847457627,472,29,86.5,41,0,
645215,0.0189753320683112,527,31,76.4,50,0,
466746,0.0170777988614801,527,21,45.6,43,0,
52668,0.0230496453900709,564,26,54.0,39,0,
252747,0.0147368421052632,475,34,91.5,36,0,
96897,0.0212765957446809,564,23,46.6,32,0,
484991,0.0186757215619694,589,17,89.0,46,0,
405560,0.0278372591006424,467,23,97.2,40,0,
297693,0.0173410404624277,519,24,114.6,31,0,
561173,0.0154109589041096,584,22,58.6,38,0,
829202,0.0238532110091743,545,32,84.1,44,0,
290161,0.0206378986866792,533,22,53.6,36,0,
30968,0.0160965794768612,497,28,88.2,57,0,
170008,0.0338541666666667,384,23,62.8,51,0,
687820,0.0228070175438597,570,30,30.2,27,0,
275949,0.0208333333333333,528,40,92.6,57,0,
513574,0.0171526586620926,583,28,78.6,41,0,
376066,0.0248138957816377,403,17,36.6,53,0,
205787,0.0204841713221601,537,15,100.6,45,0,
932253,0.0214424951267057,513,32,51.0,39,0,
442878,0.0245901639344262,488,37,103.0,44,0,
736227,0.0170575692963753,469,28,81.9,51,0,
647146,0.0229007633587786,524,26,84.8,47,0,
819925,0.0256410256410256,507,26,56.0,47,0,
13119,0.0226537216828479,309,19,67.4,60,0,
519298,0.0256410256410256,507,37,38.7,38,0,
278316,0.0195530726256983,358,28,89.7,34,0,
77428,0.0255863539445629,469,39,76.4,37,0,
245695,0.0427350427350427,351,24,59.1,36,1,
744815,0.0141414141414141,495,24,38.4,59,0,
382237,0.0186046511627907,430,38,41.4,41,0,
135984,0.0178571428571429,672,22,103.1,30,0,
383492,0.021523178807947,604,33,46.4,39,0,
185451,0.0153321976149915,587,22,78.6,48,0,
40801,0.0224358974358974,312,22,65.0,35,0,
211309,0.013986013986014,429,22,54.0,31,0,
731694,0.026615969581749003,263,30,73.8,58,0,
964603,0.0193548387096774,465,19,103.3,39,0,
144693,0.0175438596491228,570,20,57.3,38,0,
323728,0.0108108108108108,555,35,58.8,47,0,
646660,0.028169014084507005,497,21,67.4,34,0,
967462,0.0205761316872428,486,34,92.3,23,0,
105655,0.0280373831775701,321,27,35.0,45,0,
477498,0.0204081632653061,490,29,64.1,47,0,
711123,0.0227790432801822,439,15,54.2,37,0,
910044,0.0169082125603865,414,16,79.9,38,0,
988478,0.025062656641604,399,22,104.7,28,0,
477934,0.0190274841437632,473,26,90.9,28,0,
865832,0.0165745856353591,362,17,71.1,33,0,
278491,0.0235546038543897,467,35,119.0,40,0,
526118,0.0213903743315508,374,27,46.6,38,0,
739582,0.0199115044247788,452,28,96.3,42,0,
835500,0.032171581769437,373,23,58.8,45,0,
436770,0.01440329218107,486,20,86.4,39,0,
223699,0.0245098039215686,408,21,95.5,53,0,
577002,0.0169491525423729,767,24,69.0,51,0,
204265,0.0331325301204819,332,30,61.7,53,0,
247503,0.0154738878143133,517,19,78.4,38,0,
816787,0.0280112044817927,357,24,48.4,58,0,
297209,0.0213270142180095,422,27,74.1,52,0,
826064,0.0184331797235023,434,34,92.2,40,0,
202083,0.0205128205128205,390,12,46.5,45,0,
525750,0.0156739811912226,638,25,30.8,63,0,
479738,0.0109204368174727,641,46,90.8,56,0,
605449,0.0255102040816327,392,29,84.0,29,0,
25502,0.0145867098865478,617,32,80.2,33,0,
457920,0.0204918032786885,488,27,33.5,43,0,
410264,0.0107913669064748,556,34,48.6,25,0,
583358,0.018140589569161,441,22,63.0,51,0,
284602,0.031055900621117995,322,38,71.0,43,1,
709488,0.0175438596491228,570,30,42.2,56,0,
690258,0.0150537634408602,465,21,93.2,57,0,
709121,0.0087463556851312,686,27,57.2,37,0,
95647,0.0133333333333333,600,33,59.4,46,0,
501302,0.0225409836065574,488,40,48.0,34,0,
872951,0.0188679245283019,583,20,56.0,48,0,
167307,0.0178970917225951,447,23,37.1,47,0,
862009,0.0114613180515759,698,37,81.4,45,0,
591812,0.0223713646532438,447,23,45.3,64,0,
275891,0.0251256281407035,398,20,48.6,41,0,
756213,0.0116472545757072,601,18,60.6,39,0,
125464,0.0160142348754448,562,25,83.2,58,0,
719407,0.0216535433070866,508,47,100.8,27,0,
375954,0.0238663484486874,419,14,27.3,45,0,
370014,0.0199692780337942,651,20,55.8,41,0,
472136,0.0206185567010309,485,30,85.1,46,0,
448746,0.0314285714285714,350,32,95.0,34,0,
380315,0.0157618213660245,571,35,61.1,49,0,
77514,0.0348101265822785,316,20,59.9,45,0,
744684,0.0228571428571429,525,35,65.4,40,1,
97826,0.0142095914742451,563,37,110.1,46,0,
752988,0.0273972602739726,511,30,72.0,50,0,
797044,0.01875,480,32,69.2,47,0,
858486,0.0373831775700935,321,20,48.4,45,0,
893692,0.0245535714285714,448,36,67.3,42,0,
961423,0.025531914893617003,470,20,83.8,26,0,
710129,0.0133079847908745,526,29,118.5,42,0,
70377,0.0133111480865225,601,20,91.0,50,0,
782024,0.0310077519379845,516,20,80.9,34,0,
58814,0.0210772833723653,427,31,49.2,41,0,
290059,0.012,500,28,62.5,59,0,
989514,0.0177304964539007,564,19,79.0,28,0,
54726,0.0096,625,32,95.0,31,0,
228891,0.0259433962264151,424,27,60.4,45,0,
627809,0.00701754385964912,570,20,79.6,39,0,
34335,0.025062656641604,399,23,20.8,44,0,
169251,0.0122377622377622,572,28,80.0,39,0,
953704,0.018450184501845,542,20,85.1,35,0,
496424,0.0116580310880829,772,24,66.4,42,0,
365025,0.0197841726618705,556,23,45.8,47,0,
656138,0.0219123505976096,502,33,63.9,46,0,
679815,0.0120240480961924,499,32,85.3,26,0,
244516,0.0185873605947955,538,8,63.8,51,0,
99062,0.0121951219512195,656,14,83.8,32,0,
937687,0.0229885057471264,435,23,74.8,38,0,
344795,0.00930232558139535,645,26,71.5,31,0,
450204,0.0062992125984252,635,23,94.2,41,0,
69351,0.0184162062615101,543,30,60.9,52,0,
949467,0.0211267605633803,426,40,71.0,47,0,
494518,0.0222222222222222,540,20,70.4,57,0,
118299,0.0139720558882236,501,38,40.6,48,0,
293998,0.0164473684210526,608,30,69.4,43,0,
71257,0.009508716323296359,631,35,56.7,47,0,
182641,0.024,375,24,45.6,29,0,
523151,0.0134615384615385,520,35,49.8,33,0,
704119,0.0366492146596859,382,28,91.5,38,1,
490170,0.0178571428571429,560,22,62.6,60,0,
359406,0.0197132616487455,558,38,112.0,49,0,
884326,0.0289532293986637,449,28,91.5,29,0,
583101,0.0180360721442886,499,37,78.7,22,0,
308307,0.025531914893617003,470,23,54.8,35,0,
847163,0.0190735694822888,367,23,56.2,44,0,
99711,0.0141442715700141,707,37,89.0,33,0,
114872,0.0162337662337662,616,31,71.7,36,0,
728006,0.0186335403726708,483,38,87.9,47,0,
335754,0.0189873417721519,474,29,76.6,45,0,
27789,0.0201342281879195,447,19,103.9,54,0,
334955,0.0140845070422535,710,16,83.3,42,0,
803118,0.0180623973727422,609,33,50.4,41,0,
976517,0.0208728652751423,527,37,93.4,51,0,
39074,0.0296495956873315,371,23,62.9,58,0,
702526,0.0229007633587786,393,22,68.7,23,0,
622414,0.0141093474426808,567,8,66.0,31,0,
19840,0.0185567010309278,485,26,66.5,44,0,
928176,0.0203327171903882,541,27,32.4,46,0,
829486,0.0131578947368421,456,19,51.4,38,0,
368817,0.0169851380042463,471,3,66.9,45,0,
899606,0.0309278350515464,291,36,84.1,51,0,
61344,0.0224299065420561,535,23,47.2,31,0,
744921,0.0238970588235294,544,30,69.8,45,0,
376077,0.0194931773879142,513,13,96.8,35,0,
118195,0.0416666666666667,384,27,60.1,54,1,
108509,0.0105263157894737,665,18,45.3,35,0,
736,0.0191082802547771,471,40,96.7,48,0,
718173,0.0177777777777778,450,28,59.2,52,0,
817490,0.0173611111111111,576,22,97.1,20,0,
788482,0.0163636363636364,550,21,89.9,44,0,
369906,0.0193661971830986,568,18,72.7,53,0,
793125,0.0228310502283105,438,26,52.8,48,0,
939355,0.014760147601476004,542,18,71.6,34,0,
733121,0.0205128205128205,585,32,118.6,48,0,
77380,0.0343980343980344,407,22,99.0,45,0,
897124,0.0256959314775161,467,27,61.8,48,0,
719338,0.0190641247833622,577,38,42.2,47,0,
984140,0.0203619909502262,442,31,90.0,39,0,
956545,0.015625,512,30,76.3,42,0,
83142,0.0177383592017738,451,34,59.5,39,0,
921533,0.0138888888888889,504,33,85.8,34,0,
7636,0.0169491525423729,472,16,57.5,61,0,
545716,0.0178173719376392,449,30,69.6,59,0,
950237,0.0153550863723608,521,27,101.0,44,0,
610645,0.0115321252059308,607,31,49.6,39,0,
349801,0.0218855218855219,594,24,110.6,44,0,
380903,0.0242214532871972,578,37,46.3,40,0,
139898,0.0261194029850746,536,26,111.7,55,1,
135631,0.0143312101910828,628,32,84.0,47,0,
876618,0.0204841713221601,537,25,79.4,36,0,
29016,0.0169491525423729,472,31,82.4,39,0,
125692,0.0160142348754448,562,25,82.6,36,0,
201964,0.0200445434298441,449,37,81.4,44,0,
237153,0.0132669983416252,603,42,42.4,40,0,
586736,0.0166389351081531,601,27,79.3,53,0,
831020,0.0204081632653061,588,36,87.5,40,0,
999510,0.0182186234817814,494,34,55.9,50,0,
754157,0.0208,625,22,89.2,40,0,
411574,0.0175054704595186,457,28,94.6,50,0,
451823,0.0202492211838006,642,21,63.0,47,0,
75358,0.0206766917293233,532,15,84.4,44,0,
983621,0.028169014084507005,426,15,92.8,39,0,
523126,0.0184254606365159,597,29,76.2,39,0,
356054,0.0177514792899408,507,23,86.4,51,0,
948901,0.0127591706539075,627,16,41.1,49,0,
980250,0.0241935483870968,496,13,78.7,49,0,
645120,0.025369978858351,473,28,52.6,37,0,
235729,0.0272952853598015,403,25,83.6,28,0,
830594,0.010989010989011,455,32,26.4,39,0,
195651,0.0137254901960784,510,28,52.0,44,0,
470060,0.0139372822299652,574,15,45.7,40,0,
348112,0.0178571428571429,448,14,77.3,44,0,
838197,0.0166666666666667,660,26,57.3,53,0,
433161,0.0149253731343284,603,29,44.6,42,0,
699751,0.0177935943060498,562,22,85.8,43,0,
316782,0.0182119205298013,604,31,75.6,69,0,
252854,0.0128410914927769,623,18,69.0,31,0,
229660,0.0193704600484262,413,19,51.5,35,0,
50078,0.0185950413223141,484,28,74.5,38,0,
74521,0.019438444924406,463,21,37.2,37,0,
836085,0.012924071082391,619,32,65.9,49,0,
421488,0.010989010989011,637,24,94.9,52,0,
444332,0.0144329896907217,485,27,87.5,43,0,
218655,0.0162932790224033,491,43,20.5,62,0,
788733,0.016304347826087,552,23,77.3,20,0,
779272,0.0202702702702703,444,41,54.4,43,0,
369551,0.0144329896907217,485,31,78.4,53,0,
695791,0.0188087774294671,319,24,45.0,49,0,
937792,0.0210526315789474,475,36,67.1,65,0,
894890,0.0229885057471264,435,47,73.2,33,0,
909570,0.0187617260787993,533,29,77.5,52,0,
28028,0.0176470588235294,510,33,71.4,25,0,
559387,0.0144404332129964,554,22,66.8,19,0,
451364,0.0224215246636771,446,21,44.6,43,0,
945995,0.0168067226890756,357,30,95.5,46,0,
90310,0.022140221402214003,542,27,56.0,39,0,
308813,0.0120663650075415,663,26,100.0,65,0,
880687,0.0156985871271586,637,21,67.2,36,0,
812321,0.0153203342618384,718,15,75.5,33,0,
890272,0.0238095238095238,546,19,73.3,40,0,
125859,0.0144927536231884,621,27,38.5,40,0,
841614,0.023728813559322003,590,19,63.0,45,0,
344288,0.026578073089701,301,24,72.2,35,0,
202292,0.0172166427546628,697,18,70.1,33,0,
597090,0.0206185567010309,485,29,42.0,29,0,
479792,0.0233050847457627,472,25,77.0,32,0,
197281,0.0181818181818182,550,11,30.9,46,0,
302707,0.0255220417633411,431,32,103.5,36,1,
197986,0.0326086956521739,460,35,49.8,56,0,
33619,0.0211267605633803,426,31,71.5,44,0,
648269,0.019538188277087,563,34,85.6,26,0,
913496,0.0557768924302789,251,16,106.4,34,0,
587951,0.0382513661202186,366,41,73.3,25,1,
283898,0.0146750524109015,477,23,83.5,49,0,
279006,0.0250569476082005,439,30,69.8,24,0,
650677,0.0165289256198347,605,30,67.6,52,0,
672886,0.013840830449827,578,21,65.4,29,0,
811188,0.0261904761904762,420,25,69.7,39,0,
915539,0.0202360876897133,593,23,56.1,46,0,
788842,0.0222772277227723,404,35,67.3,46,0,
979932,0.018348623853211003,545,38,53.0,48,0,
252871,0.0203761755485893,638,13,23.8,36,0,
123227,0.0336391437308868,327,25,107.0,35,1,
878030,0.0213219616204691,469,40,76.1,33,0,
359264,0.026246719160105,381,26,91.4,39,0,
32826,0.0214285714285714,420,33,76.8,41,0,
637346,0.0122591943957968,571,24,73.7,40,0,
710948,0.009259259259259259,648,37,67.8,31,0,
816956,0.0201834862385321,545,24,70.0,48,0,
505545,0.0222222222222222,450,30,63.0,42,0,
983525,0.0188284518828452,478,23,18.1,49,0,
672597,0.0181219110378913,607,30,61.6,42,0,
615059,0.0175131348511384,571,27,78.0,43,0,
592615,0.0143737166324435,487,33,74.4,38,0,
642693,0.017274472168906003,521,33,88.6,78,1,
870134,0.0154525386313466,453,26,74.7,40,0,
315678,0.0157618213660245,571,24,69.6,48,0,
746812,0.0222222222222222,495,32,85.3,59,0,
787578,0.00960219478737997,729,28,74.6,36,0,
445924,0.0164948453608247,485,21,91.4,29,0,
676503,0.0305555555555556,360,37,79.3,43,1,
385816,0.02088772845953,383,24,91.6,64,0,
842658,0.0164609053497942,486,22,83.2,54,0,
828684,0.008645533141210379,694,27,50.7,39,0,
368572,0.0280898876404494,356,39,69.8,47,0,
157504,0.018018018018018004,555,10,105.5,41,0,
125952,0.0233644859813084,428,27,65.6,50,0,
172741,0.0238095238095238,378,35,67.9,55,0,
791048,0.0075187969924812,665,20,65.7,47,0,
832551,0.0233644859813084,428,32,76.3,37,0,
254324,0.0232558139534884,473,38,92.2,45,0,
135177,0.0202578268876611,543,24,50.2,48,0,
670975,0.0157894736842105,570,24,89.7,37,0,
409755,0.0245535714285714,448,31,61.6,40,0,
243059,0.0266903914590747,562,24,86.3,56,1,
433198,0.0125628140703518,398,37,45.5,54,0,
543728,0.0294117647058824,374,23,58.3,59,0,
60079,0.0306406685236769,359,29,78.2,23,1,
987108,0.0221774193548387,496,23,100.9,45,0,
585048,0.0315186246418338,349,26,97.0,20,0,
483990,0.0248306997742664,443,35,69.4,32,0,
72632,0.0171821305841924,582,33,57.0,19,0,
558656,0.0124555160142349,562,20,55.6,41,0,
707074,0.0462633451957295,281,24,57.8,43,1,
624930,0.00931098696461825,537,32,92.6,52,0,
663396,0.0220385674931129,363,30,85.8,49,0,
636219,0.0212765957446809,329,28,65.9,42,0,
613688,0.029585798816567994,338,14,100.5,44,0,
420279,0.0509090909090909,275,32,70.9,53,1,
637129,0.017725258493353,677,27,76.8,69,0,
207087,0.0125,480,29,101.7,44,0,
293907,0.0187793427230047,426,21,75.3,40,0,
909449,0.0238532110091743,545,23,70.2,34,0,
707490,0.020109689213894,547,37,48.8,29,0,
397912,0.0211038961038961,616,19,54.5,40,0,
232815,0.0121317157712305,577,35,92.4,62,0,
947804,0.0152284263959391,591,35,73.2,35,0,
503791,0.0181159420289855,552,36,73.2,47,0,
716825,0.0165016501650165,606,20,56.7,35,0,
297920,0.0141093474426808,567,3,112.3,41,0,
605382,0.0142566191446029,491,35,84.3,64,0,
761848,0.0412979351032448,339,22,73.4,54,0,
513719,0.0126182965299685,634,34,103.6,32,0,
123738,0.0186915887850467,535,27,73.5,34,0,
803189,0.0252293577981651,436,28,64.2,48,0,
701999,0.0154639175257732,582,42,56.7,40,0,
29159,0.0114285714285714,525,13,66.7,33,0,
612477,0.0172786177105832,463,31,97.7,39,0,
123373,0.0148975791433892,537,33,73.3,40,0,
440353,0.0211764705882353,425,9,87.1,43,0,
761900,0.0385964912280702,285,19,62.8,23,0,
166989,0.0230414746543779,434,23,57.4,37,0,
685367,0.00827814569536424,604,18,65.7,30,0,
224831,0.0216919739696312,461,28,45.6,52,0,
20155,0.0117845117845118,594,37,86.4,46,0,
510289,0.0163339382940109,551,27,76.4,49,0,
289987,0.0172043010752688,465,10,71.0,39,0,
217559,0.0169491525423729,472,30,25.5,34,0,
937761,0.0142348754448399,562,28,78.1,40,0,
840525,0.0209923664122137,524,22,80.7,47,0,
669680,0.0246085011185682,447,31,68.0,54,0,
513211,0.0344827586206897,319,40,66.3,38,0,
765501,0.0320987654320988,405,18,41.3,48,0,
14839,0.0341614906832298,322,18,56.2,30,0,
99452,0.0375,240,26,78.9,50,0,
610259,0.0436363636363636,275,24,87.2,37,1,
876688,0.016,625,34,61.8,42,0,
313431,0.0168970814132104,651,24,45.7,41,0,
984708,0.0258823529411765,425,17,123.5,53,0,
948015,0.041958041958042,286,21,60.6,28,0,
417748,0.027972027972028,286,36,84.6,20,1,
